编号,开始答题时间,结束答题时间,答题时长,地理位置国家和地区,地理位置省,地理位置市,1.您是在什么时候接触中文虚拟歌手的？,2.您常听哪些引擎的歌曲？:VOCALOID,2.您常听哪些引擎的歌曲？:Synthesizer V,2.您常听哪些引擎的歌曲？:UTAU,2.您常听哪些引擎的歌曲？:MUTA,2.您常听哪些引擎的歌曲？:Ace,2.您常听哪些引擎的歌曲？:Sharpkey / DeepVocal,2.您常听哪些引擎的歌曲？:CeVIO,2.您常听哪些引擎的歌曲？:其他____,2.您常听哪些引擎的歌曲？:其他____[选项填空],3.您常通过什么APP / 平台关注虚拟歌手领域？:Bilibili,3.您常通过什么APP / 平台关注虚拟歌手领域？:网易云音乐,3.您常通过什么APP / 平台关注虚拟歌手领域？:酷狗音乐,3.您常通过什么APP / 平台关注虚拟歌手领域？:5sing,3.您常通过什么APP / 平台关注虚拟歌手领域？:AcFun,3.您常通过什么APP / 平台关注虚拟歌手领域？:新浪微博,3.您常通过什么APP / 平台关注虚拟歌手领域？:百度贴吧,3.您常通过什么APP / 平台关注虚拟歌手领域？:半次元,3.您常通过什么APP / 平台关注虚拟歌手领域？:Lofter,3.您常通过什么APP / 平台关注虚拟歌手领域？:Pixiv,3.您常通过什么APP / 平台关注虚拟歌手领域？:知乎,3.您常通过什么APP / 平台关注虚拟歌手领域？:豆瓣,4.您喜欢什么形式的虚拟歌手作品？:原创音乐,4.您喜欢什么形式的虚拟歌手作品？:翻调音乐,4.您喜欢什么形式的虚拟歌手作品？:相声/小品/快板 等,4.您喜欢什么形式的虚拟歌手作品？:直播/生日会 等,4.您喜欢什么形式的虚拟歌手作品？:同人图,4.您喜欢什么形式的虚拟歌手作品？:同人文,4.您喜欢什么形式的虚拟歌手作品？:cosplay作品,5.就【音乐作品】而言，您常以何种方式听取？:Bilibili视频,5.就【音乐作品】而言，您常以何种方式听取？:Bilibili音频区,5.就【音乐作品】而言，您常以何种方式听取？:网易云音乐,5.就【音乐作品】而言，您常以何种方式听取？:其它音乐平台,5.就【音乐作品】而言，您常以何种方式听取？:专辑本地播放,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:收藏夹点进去,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:动态点进去,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:搜索,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:首页推送,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:群聊/微博上看到,7.您加入了以下类别的QQ/微信群聊吗？:官方群,7.您加入了以下类别的QQ/微信群聊吗？:P主群,7.您加入了以下类别的QQ/微信群聊吗？:民间歌姬粉丝群,7.您加入了以下类别的QQ/微信群聊吗？:民间P主粉丝群,7.您加入了以下类别的QQ/微信群聊吗？:民间一般讨论群,7.您加入了以下类别的QQ/微信群聊吗？:约稿群 / 社团群,8.您在中文虚拟歌手领域【一共】花费过多少金钱？,9.在【过去的一年】里，您在虚拟歌手领域花费如何？,10.您愿意在什么领域花费？:演唱会 / 线下生日会,10.您愿意在什么领域花费？:官方周边（非专辑）,10.您愿意在什么领域花费？:官方专辑,10.您愿意在什么领域花费？:官方手办 / 景品 / 山山人,10.您愿意在什么领域花费？:同人周边（非专辑）,10.您愿意在什么领域花费？:同人专辑,10.您愿意在什么领域花费？:声库 / 编辑器,10.您愿意在什么领域花费？:约稿,10.您愿意在什么领域花费？:直播打赏 / 充电,11.您是否长期接触以下领域？:日文VOCALOID,11.您是否长期接触以下领域？:真人唱见,11.您是否长期接触以下领域？:VUP、Vtb,11.您是否长期接触以下领域？:二次元游戏（原神、明日方舟、碧蓝航线等）,11.您是否长期接触以下领域？:P社游戏,11.您是否长期接触以下领域？:汉服、JK制服、Lolita等,11.您是否长期接触以下领域？:Cosplay,11.您是否长期接触以下领域？:手办圈,11.您是否长期接触以下领域？:OC圈（人设圈）,12.您对以下领域的态度如何？:日文VOCALOID,12.您对以下领域的态度如何？:真人唱见,12.您对以下领域的态度如何？:二次元游戏,12.您对以下领域的态度如何？:VUP / Vtb
280,2021-10-17 19:15,2021-10-17 19:18,157,中国,福建省,福州市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,C.偶尔看看,A.从来没有,A.从来没有,B.几乎不看,D.时常看看,B.几乎不看,A.从来没有,A.从来没有,D.时常看看,A.从来没有,A.从来没有,E.很喜欢,C.一般,B.无感,E.很喜欢,E.很喜欢,E.很喜欢,D.喜欢,D.时常,C.偶尔,E.几乎每天,E.几乎每天,C.偶尔,C.偶尔,C.偶尔,D.时常,C.偶尔,C.偶尔,B.曾经有,C.1~2个,C.1~2个,C.1~2个,C.1~2个,A.从来没有,D.1000~5000元,C.200~1000元,D.愿意,C.比较愿意,D.愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,C.比较愿意,B.观望 / 跟风,C.比较愿意,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,,G.Cosplay,,,E.喜欢,D.有些喜欢,E.喜欢,D.有些喜欢
279,2021-10-17 19:10,2021-10-17 19:12,157,中国,江苏省,,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,B.几乎不看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,E.很喜欢,C.一般,E.很喜欢,E.很喜欢,D.喜欢,D.时常,C.偶尔,D.时常,C.偶尔,D.时常,C.偶尔,D.时常,D.时常,C.偶尔,C.偶尔,A.从来没有,B.曾经有,C.1~2个,B.曾经有,A.从来没有,C.1~2个,C.200~1000元,B.200元以内,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,B.观望 / 跟风,A.不愿意,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,,C.一般,C.一般,E.喜欢,C.一般
278,2021-10-17 19:08,2021-10-17 19:11,192,中国,福建省,厦门市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,D.时常看看,B.几乎不看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,B.几乎不看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,C.一般,D.喜欢,E.很喜欢,C.一般,B.无感,E.几乎每天,C.偶尔,D.时常,C.偶尔,D.时常,E.几乎每天,E.几乎每天,C.偶尔,E.几乎每天,C.偶尔,C.1~2个,D.3~5个,C.1~2个,D.3~5个,C.1~2个,C.1~2个,D.1000~5000元,D.1000~3000元,D.愿意,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,A.不愿意,,,,,,,,,I.OC圈（人设圈）,C.一般,D.有些喜欢,D.有些喜欢,B.有些反感
277,2021-10-17 19:08,2021-10-17 19:11,161,中国,湖南省,,B.2013~2014年,A.VOCALOID,B.Synthesizer V,C.UTAU,D.MUTA,E.Ace,F.Sharpkey / DeepVocal,G.CeVIO,,,E.几乎每天,C.偶尔看看,A.从来没有,B.几乎不看,B.几乎不看,C.偶尔看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,C.一般,B.无感,C.一般,C.一般,C.一般,E.几乎每天,B.几乎没有,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,C.偶尔,D.时常,D.时常,B.曾经有,C.1~2个,C.1~2个,B.曾经有,C.1~2个,A.从来没有,D.1000~5000元,C.200~1000元,D.愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,D.愿意,D.愿意,C.比较愿意,B.观望 / 跟风,A.日文VOCALOID,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,,H.手办圈,,D.有些喜欢,C.一般,E.喜欢,C.一般
276,2021-10-17 18:59,2021-10-17 19:10,683,中国,山东省,,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,C.偶尔看看,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,E.很喜欢,C.一般,B.无感,B.无感,D.喜欢,B.无感,C.一般,E.几乎每天,C.偶尔,C.偶尔,A.从来没有,D.时常,E.几乎每天,E.几乎每天,C.偶尔,D.时常,C.偶尔,A.从来没有,C.1~2个,A.从来没有,C.1~2个,A.从来没有,C.1~2个,C.200~1000元,C.200~1000元,A.不愿意,A.不愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,A.不愿意,B.观望 / 跟风,A.不愿意,,,,,,F.汉服、JK制服、Lolita等,,,,D.有些喜欢,D.有些喜欢,B.有些反感,C.一般
275,2021-10-17 19:06,2021-10-17 19:10,245,中国,上海市,上海市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,B.几乎不看,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,B.几乎不看,C.偶尔看看,A.从来没有,E.很喜欢,D.喜欢,D.喜欢,B.无感,C.一般,B.无感,B.无感,E.几乎每天,C.偶尔,C.偶尔,A.从来没有,A.从来没有,D.时常,D.时常,C.偶尔,D.时常,D.时常,C.1~2个,C.1~2个,B.曾经有,A.从来没有,A.从来没有,C.1~2个,D.1000~5000元,C.200~1000元,A.不愿意,B.观望 / 跟风,A.不愿意,A.不愿意,B.观望 / 跟风,A.不愿意,D.愿意,D.愿意,A.不愿意,,,C.VUP、Vtb,,,,,,,C.一般,C.一般,C.一般,D.有些喜欢
274,2021-10-17 19:01,2021-10-17 19:08,392,中国,辽宁省,铁岭市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,C.偶尔看看,C.偶尔看看,A.从来没有,B.几乎不看,D.时常看看,C.偶尔看看,B.几乎不看,C.偶尔看看,D.时常看看,B.几乎不看,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,C.一般,E.很喜欢,D.喜欢,D.喜欢,E.几乎每天,D.时常,D.时常,D.时常,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,D.时常,C.1~2个,D.3~5个,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.200~1000元,C.200~1000元,D.愿意,D.愿意,D.愿意,D.愿意,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,D.愿意,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,,E.喜欢,E.喜欢,E.喜欢,E.喜欢
273,2021-10-17 19:05,2021-10-17 19:07,120,中国,北京市,北京市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,B.几乎不看,A.从来没有,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,A.不喜欢,A.不喜欢,C.一般,A.不喜欢,A.不喜欢,D.时常,B.几乎没有,C.偶尔,C.偶尔,E.几乎每天,C.偶尔,D.时常,C.偶尔,C.偶尔,C.偶尔,B.曾经有,A.从来没有,C.1~2个,A.从来没有,C.1~2个,A.从来没有,C.200~1000元,C.200~1000元,A.不愿意,A.不愿意,D.愿意,A.不愿意,D.愿意,A.不愿意,C.比较愿意,A.不愿意,A.不愿意,,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,D.有些喜欢,E.喜欢,E.喜欢,E.喜欢
272,2021-10-17 19:03,2021-10-17 19:06,172,中国,浙江省,,C.2015~2016年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,D.时常看看,A.从来没有,C.偶尔看看,A.从来没有,D.时常看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.几乎每天,B.几乎没有,D.时常,D.时常,A.从来没有,C.偶尔,E.几乎每天,E.几乎每天,E.几乎每天,C.偶尔,A.从来没有,C.1~2个,C.1~2个,B.曾经有,A.从来没有,A.从来没有,A.我从来没有花费过,A.没有花费,B.观望 / 跟风,B.观望 / 跟风,D.愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,B.观望 / 跟风,,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,I.OC圈（人设圈）,E.喜欢,E.喜欢,E.喜欢,E.喜欢
271,2021-10-17 18:59,2021-10-17 19:04,315,中国,山西省,晋中市,E.2019~2020年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,D.时常看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,B.几乎不看,B.几乎不看,C.偶尔看看,A.从来没有,B.几乎不看,A.从来没有,D.喜欢,D.喜欢,D.喜欢,D.喜欢,D.喜欢,C.一般,C.一般,E.几乎每天,C.偶尔,C.偶尔,A.从来没有,A.从来没有,E.几乎每天,D.时常,C.偶尔,D.时常,D.时常,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.曾经有,A.从来没有,A.我从来没有花费过,A.没有花费,D.愿意,D.愿意,D.愿意,B.观望 / 跟风,D.愿意,D.愿意,D.愿意,D.愿意,B.观望 / 跟风,A.日文VOCALOID,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,C.一般,C.一般,D.有些喜欢,D.有些喜欢
270,2021-10-17 19:01,2021-10-17 19:04,161,中国,江苏省,南京市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,,,,,G.CeVIO,,,E.几乎每天,E.几乎每天,B.几乎不看,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,C.一般,E.很喜欢,D.喜欢,D.喜欢,E.几乎每天,B.几乎没有,E.几乎每天,C.偶尔,D.时常,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,A.从来没有,C.1~2个,D.3~5个,A.从来没有,C.1~2个,C.1~2个,A.我从来没有花费过,A.没有花费,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,,,,,E.喜欢,E.喜欢,D.有些喜欢,D.有些喜欢
269,2021-10-17 19:00,2021-10-17 19:03,186,中国,山西省,太原市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,C.偶尔看看,B.几乎不看,B.几乎不看,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,B.无感,C.一般,E.很喜欢,E.很喜欢,E.很喜欢,E.几乎每天,C.偶尔,D.时常,C.偶尔,E.几乎每天,D.时常,E.几乎每天,C.偶尔,D.时常,C.偶尔,B.曾经有,C.1~2个,A.从来没有,C.1~2个,B.曾经有,B.曾经有,B.200元以内,A.没有花费,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,A.不愿意,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,C.一般,C.一般,E.喜欢,B.有些反感
268,2021-10-17 18:59,2021-10-17 19:03,247,中国,山东省,,B.2013~2014年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,D.时常,C.偶尔,D.时常,A.从来没有,B.几乎没有,C.偶尔,D.时常,D.时常,D.时常,D.时常,C.1~2个,A.从来没有,A.从来没有,C.1~2个,C.1~2个,A.从来没有,B.200元以内,A.没有花费,D.愿意,A.不愿意,D.愿意,A.不愿意,A.不愿意,D.愿意,C.比较愿意,A.不愿意,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,I.OC圈（人设圈）,E.喜欢,E.喜欢,E.喜欢,C.一般
267,2021-10-17 18:55,2021-10-17 19:02,403,中国,海南省,海口市,D.2017~2018年,A.VOCALOID,,,,,,,,,E.几乎每天,D.时常看看,C.偶尔看看,B.几乎不看,B.几乎不看,B.几乎不看,A.从来没有,B.几乎不看,B.几乎不看,B.几乎不看,A.从来没有,A.从来没有,D.喜欢,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.几乎每天,C.偶尔,D.时常,C.偶尔,C.偶尔,B.几乎没有,C.偶尔,D.时常,E.几乎每天,B.几乎没有,B.曾经有,A.从来没有,C.1~2个,A.从来没有,C.1~2个,C.1~2个,E.5000~20000元,D.1000~3000元,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,B.观望 / 跟风,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,,,,,,,,,,C.一般,C.一般,C.一般,B.有些反感
266,2021-10-17 19:00,2021-10-17 19:01,105,中国,山东省,烟台市,B.2013~2014年,A.VOCALOID,,,,,,,,,D.时常看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,D.时常,D.时常,D.时常,C.偶尔,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,C.1~2个,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,D.1000~5000元,B.200元以内,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,C.比较愿意,D.愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,A.日文VOCALOID,,,,,,,,,E.喜欢,C.一般,C.一般,A.反感
265,2021-10-17 18:58,2021-10-17 19:00,170,中国,江苏省,,D.2017~2018年,A.VOCALOID,,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,B.几乎不看,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,B.几乎不看,C.偶尔看看,A.从来没有,A.从来没有,E.很喜欢,C.一般,D.喜欢,C.一般,C.一般,C.一般,B.无感,E.几乎每天,B.几乎没有,D.时常,A.从来没有,C.偶尔,A.从来没有,D.时常,E.几乎每天,D.时常,B.几乎没有,C.1~2个,D.3~5个,C.1~2个,C.1~2个,C.1~2个,C.1~2个,D.1000~5000元,D.1000~3000元,B.观望 / 跟风,B.观望 / 跟风,A.不愿意,A.不愿意,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,A.不愿意,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,C.一般,B.有些反感,C.一般,A.反感
264,2021-10-17 18:56,2021-10-17 19:00,191,中国,甘肃省,庆阳市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,F.Sharpkey / DeepVocal,,,,C.偶尔看看,C.偶尔看看,A.从来没有,C.偶尔看看,C.偶尔看看,C.偶尔看看,A.从来没有,C.偶尔看看,C.偶尔看看,D.时常看看,A.从来没有,A.从来没有,D.喜欢,D.喜欢,D.喜欢,B.无感,E.很喜欢,E.很喜欢,C.一般,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,C.偶尔,D.3~5个,C.1~2个,D.3~5个,B.曾经有,C.1~2个,C.1~2个,D.1000~5000元,B.200元以内,B.观望 / 跟风,C.比较愿意,C.比较愿意,B.观望 / 跟风,C.比较愿意,C.比较愿意,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,A.日文VOCALOID,,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,E.喜欢,D.有些喜欢,E.喜欢,D.有些喜欢
263,2021-10-17 18:55,2021-10-17 18:59,242,中国,天津市,天津市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,A.从来没有,E.很喜欢,D.喜欢,C.一般,C.一般,E.很喜欢,C.一般,D.喜欢,D.时常,C.偶尔,D.时常,B.几乎没有,A.从来没有,D.时常,D.时常,C.偶尔,E.几乎每天,D.时常,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.1~2个,C.1~2个,D.1000~5000元,C.200~1000元,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,,,,D.有些喜欢,D.有些喜欢,D.有些喜欢,C.一般
262,2021-10-17 18:57,2021-10-17 18:59,132,中国,黑龙江省,,D.2017~2018年,A.VOCALOID,,,,,,,,,E.几乎每天,C.偶尔看看,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,D.喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,C.一般,D.时常,C.偶尔,C.偶尔,C.偶尔,C.偶尔,D.时常,D.时常,D.时常,D.时常,A.从来没有,A.从来没有,C.1~2个,A.从来没有,C.1~2个,A.从来没有,A.从来没有,D.1000~5000元,D.1000~3000元,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,C.比较愿意,A.不愿意,A.不愿意,A.不愿意,A.日文VOCALOID,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,C.一般,C.一般,E.喜欢,B.有些反感
261,2021-10-17 18:57,2021-10-17 18:59,115,中国,陕西省,西安市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,E.几乎每天,A.从来没有,C.偶尔看看,D.时常看看,D.时常看看,D.时常看看,D.时常看看,E.几乎每天,D.时常看看,D.时常看看,D.时常看看,E.很喜欢,D.喜欢,D.喜欢,D.喜欢,E.很喜欢,E.很喜欢,E.很喜欢,D.时常,D.时常,E.几乎每天,B.几乎没有,E.几乎每天,D.时常,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.200~1000元,B.200元以内,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,D.愿意,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,F.汉服、JK制服、Lolita等,G.Cosplay,H.手办圈,I.OC圈（人设圈）,E.喜欢,C.一般,E.喜欢,B.有些反感
260,2021-10-17 18:55,2021-10-17 18:58,178,中国,重庆市,重庆市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,E.几乎每天,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,C.一般,D.喜欢,E.很喜欢,D.喜欢,C.一般,E.几乎每天,C.偶尔,E.几乎每天,A.从来没有,C.偶尔,D.时常,D.时常,C.偶尔,D.时常,C.偶尔,B.曾经有,D.3~5个,B.曾经有,C.1~2个,C.1~2个,A.从来没有,B.200元以内,B.200元以内,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,I.OC圈（人设圈）,D.有些喜欢,D.有些喜欢,C.一般,B.有些反感
259,2021-10-17 18:55,2021-10-17 18:58,181,中国,江苏省,,B.2013~2014年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,E.几乎每天,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,C.一般,A.不喜欢,A.不喜欢,B.无感,A.不喜欢,B.无感,E.几乎每天,A.从来没有,D.时常,A.从来没有,A.从来没有,B.几乎没有,E.几乎每天,B.几乎没有,D.时常,A.从来没有,A.从来没有,A.从来没有,B.曾经有,B.曾经有,E.6个及以上,E.6个及以上,B.200元以内,A.没有花费,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,B.观望 / 跟风,A.不愿意,A.不愿意,,,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,D.有些喜欢,C.一般,E.喜欢,C.一般
258,2021-10-17 18:54,2021-10-17 18:58,242,中国,广东省,佛山市,A.2012年及以前,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.一般,C.一般,B.无感,B.无感,B.无感,B.无感,B.无感,D.时常,B.几乎没有,D.时常,A.从来没有,A.从来没有,C.偶尔,D.时常,C.偶尔,C.偶尔,C.偶尔,C.1~2个,C.1~2个,A.从来没有,A.从来没有,A.从来没有,C.1~2个,C.200~1000元,C.200~1000元,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,D.愿意,B.观望 / 跟风,A.不愿意,A.日文VOCALOID,,,,,,,,,E.喜欢,D.有些喜欢,B.有些反感,C.一般
257,2021-10-17 18:53,2021-10-17 18:57,193,中国,北京市,北京市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,E.几乎每天,B.几乎不看,B.几乎不看,C.偶尔看看,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,D.时常看看,B.几乎不看,A.从来没有,E.很喜欢,E.很喜欢,C.一般,B.无感,D.喜欢,C.一般,C.一般,E.几乎每天,A.从来没有,E.几乎每天,B.几乎没有,D.时常,D.时常,D.时常,C.偶尔,D.时常,C.偶尔,C.1~2个,C.1~2个,A.从来没有,A.从来没有,B.曾经有,C.1~2个,C.200~1000元,C.200~1000元,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,C.比较愿意,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,E.喜欢,D.有些喜欢,E.喜欢,C.一般
